Date,User,Kind,Max Mode,Model,Tokens,Cost ($)
"2025-06-03T03:22:08.099Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-03T03:18:42.565Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-03T03:14:38.526Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T03:13:07.808Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T03:09:08.976Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T03:06:52.502Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T03:05:56.402Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T03:04:16.110Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T03:00:59.802Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T02:59:15.019Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T02:58:04.999Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T02:55:30.197Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T02:54:02.846Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T02:51:45.001Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T02:49:57.033Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T02:48:42.855Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T02:47:12.854Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T02:44:21.503Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T02:17:47.059Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-03T02:14:16.949Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T02:11:50.222Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T02:09:46.270Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T02:06:57.315Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T02:04:28.507Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T02:01:46.270Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T01:53:29.474Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T01:49:30.847Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T01:48:16.943Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T01:46:15.255Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T01:44:28.075Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T01:43:38.312Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T01:42:59.238Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T01:40:48.876Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T01:38:34.564Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T01:35:11.546Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T01:29:04.050Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T01:26:41.437Z","You","Included in Pro","No","claude-3.7-sonnet-thinking","","Included"
"2025-06-03T01:22:51.545Z","You","Included in Pro","No","claude-3.7-sonnet","","Included"
"2025-06-03T01:19:35.951Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T01:17:49.854Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T01:14:22.561Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T01:09:57.762Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T01:02:07.336Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T00:59:45.084Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-03T00:57:57.988Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T18:37:44.513Z","You","Errored, Not Charged","No","o4-mini","","Included"
"2025-06-02T18:34:22.224Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T18:31:01.154Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T18:30:45.533Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T18:23:47.555Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T18:20:40.880Z","You","Errored, Not Charged","No","o4-mini","","Included"
"2025-06-02T18:18:35.308Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T18:13:58.221Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T18:04:40.997Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T18:00:36.912Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T17:57:17.423Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T17:55:08.337Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T17:50:12.927Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T17:49:00.726Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T17:43:08.261Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T17:39:43.908Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T17:36:33.343Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T17:32:46.317Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T17:29:45.838Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T17:28:37.516Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T17:21:47.393Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T17:18:43.711Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T17:17:01.025Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T17:15:21.101Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T17:11:17.079Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T17:09:03.791Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T17:01:41.162Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T16:57:47.527Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T16:12:01.347Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T16:04:48.225Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T16:03:00.798Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T16:00:05.647Z","You","Errored, Not Charged","No","o4-mini","","Included"
"2025-06-02T15:56:25.376Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T15:53:56.214Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T15:49:54.927Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T15:43:07.278Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T15:42:49.420Z","You","Aborted, Not Charged","No","gpt-4.1","","Included"
"2025-06-02T15:39:26.474Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T15:36:58.758Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T15:30:58.594Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T15:27:38.527Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T15:27:24.844Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T15:13:01.219Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T15:08:47.796Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T15:04:53.330Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T15:03:36.378Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T15:02:06.608Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T14:54:34.995Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T14:51:27.946Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T14:49:42.759Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T14:43:14.317Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T14:34:51.903Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T14:33:29.024Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T14:31:26.472Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T14:28:16.002Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T14:26:06.215Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T14:11:38.583Z","You","Included in Pro","No","gemini-2.5-pro-preview-05-06","","Included"
"2025-06-02T14:08:24.694Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T14:06:25.961Z","You","Errored, Not Charged","No","gpt-4.1","","Included"
"2025-06-02T14:04:28.788Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T14:02:30.011Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T14:01:33.777Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T13:26:55.063Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T13:24:56.878Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T13:18:31.735Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T13:15:21.906Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T13:15:07.345Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T13:13:10.062Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T13:10:19.058Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T13:09:03.348Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T13:04:42.405Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T13:01:31.108Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-06-02T12:43:59.816Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T12:41:07.849Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T12:40:04.633Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T12:26:20.186Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T12:26:02.232Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T12:23:15.377Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T12:21:00.554Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T12:11:52.739Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T12:09:41.391Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T12:08:13.422Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T12:06:57.928Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T12:05:20.182Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T12:05:02.094Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T12:04:45.686Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T10:50:18.358Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T10:45:49.173Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T10:42:22.755Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T10:33:12.882Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T10:32:49.903Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T10:27:28.632Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T10:21:51.051Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T10:18:11.079Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T10:14:46.915Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T10:12:46.989Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T10:08:38.480Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T10:05:45.245Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T10:05:12.182Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T10:02:42.353Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T09:59:12.363Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T09:56:56.701Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T09:55:13.047Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T09:50:55.641Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T09:46:39.124Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T09:42:08.509Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T09:37:06.163Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T09:36:58.379Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T09:34:32.976Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T09:28:41.074Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T09:23:29.409Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T09:09:12.987Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T09:09:06.770Z","You","Aborted, Not Charged","No","o4-mini","","Included"
"2025-06-02T09:03:03.714Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T08:58:12.068Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T08:46:49.205Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T08:28:59.176Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T08:24:11.115Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T08:20:04.805Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T08:14:19.537Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T08:02:24.748Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T08:01:52.923Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T07:56:56.927Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T07:53:41.572Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T07:51:36.706Z","You","Included in Pro","No","o4-mini","","Included"
"2025-06-02T07:49:22.293Z","You","Errored, Not Charged","No","o4-mini","","Included"
